代號,名稱,預估月,yoy,mom,預估營收（百萬）,TEJ產業
6277,宏正,* 2023/02,-0.069,-0.069,367.0,M2325 電腦及週邊
2514,龍邦,* 2023/03,-0.069,0.172,729.0,M9900 其他
5364,力麗店,* 2023/03,-0.07,-0.201,28.0,M2700 觀光事業
2059,川湖,* 2023/03,-0.07,1.02,609.0,M2328 電子零組件
5227,立凱-KY,* 2023/03,-0.07,0.131,52.0,M2328 電子零組件
2702,華園,* 2023/02,-0.07,-0.07,93.0,M2700 觀光事業
1103,嘉泥,* 2023/03,-0.07,-0.029,205.0,M1100 水泥工業
3675,德微,* 2023/03,-0.07,0.212,174.0,M2324 半導體
3597,映興,* 2023/03,-0.07,0.421,82.0,M2328 電子零組件
1522,堤維西,* 2023/02,-0.071,-0.071,1393.0,M2200 汽車工業
1402,遠東新,* 2023/03,-0.071,0.108,21826.0,M1400 紡織纖維
8940,新天地,* 2023/03,-0.071,-0.224,89.0,M2700 觀光事業
5289,宜鼎,* 2023/03,-0.071,0.276,867.0,M2325 電腦及週邊
6715,嘉基,* 2023/02,-0.072,-0.072,223.0,M2328 電子零組件
4138,曜亞,* 2023/02,-0.072,-0.072,111.0,M1722 生技醫療
2816,旺旺保,* 2023/03,-0.072,-0.105,687.0,M2800 金融業
3522,御頂,* 2023/02,-0.073,-0.073,51.0,M2700 觀光事業
6275,元山,* 2023/03,-0.073,0.186,319.0,M2328 電子零組件
8927,北基,* 2023/03,-0.073,0.006,542.0,M9700 油電燃氣業
2114,鑫永銓,* 2023/02,-0.073,-0.073,113.0,M2100 橡膠工業
8423,保綠-KY,* 2023/02,-0.073,-0.073,24.0,M9900 其他
3040,遠見,* 2023/02,-0.074,-0.074,11.0,M9900 其他
9945,潤泰新,* 2023/03,-0.074,-0.231,2136.0,M9900 其他
1907,永豐餘,* 2023/03,-0.074,0.158,6788.0,M1900 造紙工業
2305,全友,* 2023/03,-0.075,0.04,43.0,M2325 電腦及週邊
6179,亞通,* 2023/03,-0.075,-0.194,201.0,M9900 其他
2852,第一保,* 2023/03,-0.075,-0.06,535.0,M2800 金融業
1708,東鹼,* 2023/03,-0.076,0.141,599.0,M1721 化學工業
8085,福華,* 2023/03,-0.076,0.318,77.0,M2331 其他電子業
6270,倍微,* 2023/02,-0.076,-0.076,299.0,M2329 電子通路業
8464,億豐,* 2023/03,-0.077,0.197,2212.0,M9900 其他
4133,亞諾法,* 2023/03,-0.078,0.051,34.0,M1722 生技醫療
2338,光罩,* 2023/03,-0.078,0.028,560.0,M2324 半導體
3130,一零四,* 2023/03,-0.078,0.088,195.0,M2330 資訊服務業
8942,森鉅,* 2023/03,-0.078,-0.027,495.0,M9900 其他
1903,士紙,* 2023/02,-0.078,-0.078,12.0,M1900 造紙工業
3260,威剛,* 2023/03,-0.078,0.203,2999.0,M2324 半導體
5007,三星,* 2023/03,-0.079,0.263,659.0,M2000 鋼鐵工業
1711,永光,* 2023/03,-0.079,0.278,846.0,M1721 化學工業
6118,建達,* 2023/03,-0.079,0.191,731.0,M2329 電子通路業
4747,強生,* 2023/02,-0.079,-0.079,35.0,M1722 生技醫療
2755,揚秦,* 2023/02,-0.079,-0.079,139.0,M2700 觀光事業
4973,廣穎,* 2023/02,-0.079,-0.079,323.0,M2324 半導體
1608,華榮,* 2023/03,-0.079,0.314,960.0,M1600 電器電纜
4545,銘鈺,* 2023/03,-0.08,-0.227,164.0,M2328 電子零組件
6205,詮欣,* 2023/03,-0.08,-0.111,149.0,M2328 電子零組件
2867,三商壽,* 2023/03,-0.081,0.464,9877.0,M2800 金融業
5425,台半,* 2023/02,-0.081,-0.081,1034.0,M2324 半導體
2464,盟立,* 2023/03,-0.081,0.083,812.0,M2331 其他電子業
1709,和益,* 2023/03,-0.081,0.368,952.0,M1721 化學工業
3026,禾伸堂,* 2023/03,-0.082,0.053,1352.0,M2328 電子零組件
1597,直得,* 2023/03,-0.082,0.333,133.0,M1500 電機機械
4205,中華食,* 2023/02,-0.082,-0.082,127.0,M1200 食品工業
3570,大塚,* 2023/03,-0.082,0.001,141.0,M2330 資訊服務業
1504,東元,* 2023/03,-0.082,0.032,4750.0,M1500 電機機械
8354,冠好,* 2023/03,-0.083,0.298,63.0,M9900 其他
6573,虹揚-KY,* 2023/03,-0.083,0.096,112.0,M2324 半導體
4555,氣立,* 2023/03,-0.084,0.198,149.0,M1500 電機機械
2221,大甲,* 2023/03,-0.084,0.159,124.0,M9900 其他
6160,欣技,* 2023/03,-0.084,-0.222,101.0,M2325 電腦及週邊
2516,新建,* 2023/03,-0.084,-0.143,428.0,M2500 建材營造
3713,新晶投控,* 2023/03,-0.084,0.824,94.0,M2326 光電業
2351,順德,* 2023/02,-0.085,-0.085,789.0,M2324 半導體
3564,其陽,* 2023/03,-0.085,0.139,164.0,M2327 通信網路業
1713,國化,* 2023/03,-0.085,-0.062,51.0,M1721 化學工業
8066,來思達,* 2023/03,-0.086,0.547,463.0,M2900 貿易百貨
2471,資通,* 2023/03,-0.086,-0.035,59.0,M2330 資訊服務業
4746,台耀,* 2023/03,-0.086,0.13,313.0,M1722 生技醫療
6662,樂斯科,* 2023/03,-0.086,-0.024,20.0,M1722 生技醫療
8455,大拓-KY,* 2023/03,-0.086,0.201,153.0,M2331 其他電子業
5324,士開,* 2023/03,-0.087,-0.387,25.0,M2500 建材營造
5475,德宏,* 2023/03,-0.087,0.042,56.0,M2328 電子零組件
8046,南電,* 2023/03,-0.088,0.154,4743.0,M2328 電子零組件
4183,福永生技,* 2023/02,-0.088,-0.088,27.0,M1722 生技醫療
1710,東聯,* 2023/03,-0.089,0.045,1986.0,M1721 化學工業
8435,鉅邁,* 2023/03,-0.089,0.258,63.0,M9900 其他
8105,凌巨,* 2023/02,-0.089,-0.089,672.0,M2326 光電業
2317,鴻海,* 2023/03,-0.09,0.149,461935.0,M2331 其他電子業
1605,華新,* 2023/03,-0.09,-0.183,14600.0,M1600 電器電纜
8917,欣泰,* 2023/02,-0.09,-0.09,210.0,M9700 油電燃氣業
3047,訊舟,* 2023/03,-0.09,0.288,462.0,M2327 通信網路業
8374,羅昇,* 2023/03,-0.09,0.422,357.0,M1500 電機機械
6655,科定,* 2023/03,-0.09,0.152,199.0,M9900 其他
6426,統新,* 2023/03,-0.09,1.415,57.0,M2327 通信網路業
5291,邑昇,* 2023/03,-0.091,0.412,124.0,M2328 電子零組件
9944,新麗,* 2023/02,-0.091,-0.091,197.0,M9900 其他
3088,艾訊,* 2023/03,-0.091,0.053,543.0,M2325 電腦及週邊
3050,鈺德,* 2023/03,-0.091,0.0,90.0,M2326 光電業
2414,精技,* 2023/03,-0.092,0.168,1962.0,M2329 電子通路業
2727,王品,* 2023/02,-0.092,-0.092,1657.0,M2700 觀光事業
6615,慧智,* 2023/03,-0.092,0.108,43.0,M1722 生技醫療
2321,東訊,* 2023/03,-0.092,0.419,84.0,M2327 通信網路業
4557,永新-KY,* 2023/03,-0.093,0.09,237.0,M2200 汽車工業
4173,久裕,* 2023/02,-0.093,-0.093,82.0,M1722 生技醫療
6213,聯茂,* 2023/03,-0.093,0.212,2501.0,M2328 電子零組件
5481,新華,* 2023/03,-0.093,-0.139,7.0,M9900 其他
5211,蒙恬,* 2023/03,-0.093,0.095,13.0,M2330 資訊服務業
9934,成霖,* 2023/03,-0.094,0.16,1730.0,M9900 其他
5278,尚凡,* 2023/02,-0.094,-0.094,132.0,M3400 電子商務
8255,朋程,* 2023/02,-0.094,-0.094,306.0,M1500 電機機械
9933,中鼎,* 2023/03,-0.095,0.139,7630.0,M9900 其他
1558,伸興,* 2023/02,-0.095,-0.095,444.0,M1500 電機機械
2227,裕日車,* 2023/03,-0.095,0.034,2233.0,M2200 汽車工業
4104,佳醫,* 2023/02,-0.096,-0.095,547.0,M1722 生技醫療
4502,健信,* 2023/03,-0.096,-0.096,108.0,M1500 電機機械
4989,榮科,* 2023/03,-0.096,0.049,409.0,M2328 電子零組件
6190,萬泰科,* 2023/03,-0.096,0.429,769.0,M2327 通信網路業
1468,昶和,* 2023/02,-0.097,-0.097,67.0,M1400 紡織纖維
1440,南紡,* 2023/02,-0.097,-0.097,1811.0,M1400 紡織纖維
3665,貿聯-KY,* 2023/03,-0.097,-0.017,3940.0,M2331 其他電子業
2301,光寶科,* 2023/03,-0.098,0.264,13665.0,M2325 電腦及週邊
4420,光明,* 2023/03,-0.098,0.554,85.0,M1400 紡織纖維
3691,碩禾,* 2023/03,-0.098,0.978,452.0,M2326 光電業
6417,韋僑,* 2023/02,-0.099,-0.099,87.0,M2327 通信網路業
6292,迅德,* 2023/03,-0.1,0.392,130.0,M2328 電子零組件
2504,國產,* 2023/03,-0.1,0.146,1758.0,M2500 建材營造
2608,嘉里大榮,* 2023/03,-0.101,0.187,1055.0,M2600 航運業
4414,如興,* 2023/03,-0.101,-0.165,1179.0,M1400 紡織纖維
6239,力成,* 2023/03,-0.101,0.225,6388.0,M2324 半導體
2607,榮運,* 2023/03,-0.101,0.346,1333.0,M2600 航運業
1441,大東,* 2023/02,-0.101,-0.101,96.0,M1400 紡織纖維
2838,聯邦銀,* 2023/02,-0.102,-0.102,1249.0,M2800 金融業
6151,晉倫,* 2023/03,-0.102,0.172,159.0,M2331 其他電子業
4571,鈞興-KY,* 2023/03,-0.102,0.194,219.0,M1500 電機機械
4551,智伸科,* 2023/03,-0.103,0.157,720.0,M2200 汽車工業
5530,龍巖,* 2023/03,-0.104,0.276,358.0,M9900 其他
6126,信音,* 2023/02,-0.104,-0.104,236.0,M2328 電子零組件
2457,飛宏,* 2023/02,-0.104,-0.104,714.0,M2328 電子零組件
7402,邑錡,* 2023/03,-0.104,0.436,49.0,M2326 光電業
2450,神腦,* 2023/02,-0.105,-0.105,2420.0,M2327 通信網路業
8367,建新國際,* 2023/03,-0.105,0.082,177.0,M2600 航運業
1722,台肥,* 2023/03,-0.106,0.228,1325.0,M1721 化學工業
9937,全國,* 2023/03,-0.106,0.085,1980.0,M9700 油電燃氣業
3706,神達,* 2023/03,-0.106,0.649,3816.0,M2325 電腦及週邊
4706,大恭,* 2023/03,-0.106,0.527,125.0,M1721 化學工業
4523,永彰,* 2023/03,-0.106,0.189,52.0,M1500 電機機械
2474,可成,* 2023/03,-0.107,1.224,2397.0,M2331 其他電子業
2424,隴華,* 2023/02,-0.107,-0.107,4.0,M2325 電腦及週邊
4111,濟生,* 2023/03,-0.108,0.092,90.0,M1722 生技醫療
1587,吉茂,* 2023/02,-0.108,-0.107,160.0,M2200 汽車工業
2109,華豐,* 2023/03,-0.108,0.361,461.0,M2100 橡膠工業
3550,聯穎,* 2023/03,-0.108,0.043,379.0,M2328 電子零組件
6274,台燿,* 2023/03,-0.108,0.233,1548.0,M2328 電子零組件
1454,台富,* 2023/03,-0.109,0.395,157.0,M1400 紡織纖維
4744,皇將,* 2023/03,-0.11,1.451,80.0,M1722 生技醫療
9921,巨大,* 2023/03,-0.11,0.398,7958.0,M9900 其他
1609,大亞,* 2023/03,-0.11,0.157,2356.0,M1600 電器電纜
3531,先益,* 2023/02,-0.11,-0.111,122.0,M2326 光電業
6530,創威,* 2023/03,-0.111,0.786,24.0,M2327 通信網路業
2329,華泰,* 2023/03,-0.111,0.289,1330.0,M2324 半導體
4994,傳奇,* 2023/03,-0.112,0.137,146.0,M2330 資訊服務業
8499,鼎炫-KY,* 2023/03,-0.112,0.531,167.0,M2331 其他電子業
8011,台通,* 2023/03,-0.112,0.069,134.0,M2327 通信網路業
2028,威致,* 2023/02,-0.112,-0.112,887.0,M2000 鋼鐵工業
5309,系統電,* 2023/03,-0.113,-0.065,275.0,M2328 電子零組件
6496,科懋,* 2023/03,-0.114,0.278,60.0,M1722 生技醫療
6642,富致,* 2023/03,-0.114,0.324,45.0,M2328 電子零組件
2601,益航,* 2023/03,-0.114,0.128,493.0,M2900 貿易百貨
4576,大銀微系統,* 2023/03,-0.114,0.752,301.0,M1500 電機機械
6446,藥華藥,* 2023/03,-0.114,-0.62,117.0,M1722 生技醫療
8047,星雲,* 2023/03,-0.115,-0.03,48.0,M2331 其他電子業
5328,華容,* 2023/03,-0.115,-0.061,81.0,M2328 電子零組件
5907,大洋-KY,* 2023/03,-0.115,0.136,338.0,M2900 貿易百貨
6616,特昇-KY,* 2023/03,-0.115,0.815,133.0,M9900 其他
2451,創見,* 2023/03,-0.116,0.354,1089.0,M2324 半導體
3044,健鼎,* 2023/03,-0.116,0.06,4924.0,M2328 電子零組件
8110,華東,* 2023/03,-0.116,0.063,679.0,M2324 半導體
2106,建大,* 2023/03,-0.116,0.272,3369.0,M2100 橡膠工業
3523,迎輝,* 2023/03,-0.116,0.244,12.0,M2326 光電業
5522,遠雄,* 2023/03,-0.116,0.051,1781.0,M2500 建材營造
2066,世德,* 2023/02,-0.117,-0.117,204.0,M1500 電機機械
3552,同致,* 2023/03,-0.117,0.025,698.0,M2331 其他電子業
2356,英業達,* 2023/02,-0.117,-0.117,31629.0,M2325 電腦及週邊
1326,台化,* 2023/03,-0.118,0.145,32093.0,M1300 塑膠工業
3086,華義,* 2023/03,-0.118,0.323,12.0,M3200 文化創意業
2465,麗臺,* 2023/03,-0.118,0.696,356.0,M2325 電腦及週邊
4528,江興鍛,* 2023/03,-0.118,0.11,167.0,M1500 電機機械
1707,葡萄王,* 2023/02,-0.118,-0.118,538.0,M1722 生技醫療
8091,翔名,* 2023/02,-0.118,-0.118,130.0,M2328 電子零組件
3515,華擎,* 2023/03,-0.119,0.032,1368.0,M2325 電腦及週邊
5403,中菲,* 2023/03,-0.12,-0.231,328.0,M2330 資訊服務業
5876,上海商銀,* 2023/02,-0.12,-0.12,3263.0,M2800 金融業
4924,欣厚-KY,* 2023/03,-0.12,0.604,64.0,M2325 電腦及週邊
6136,富爾特,* 2023/03,-0.12,-0.042,37.0,M2327 通信網路業
6164,華興,* 2023/03,-0.121,0.47,73.0,M2326 光電業
6287,元隆,* 2023/03,-0.121,0.509,139.0,M2324 半導體
5243,乙盛-KY,* 2023/02,-0.121,-0.121,880.0,M2326 光電業
8415,大國鋼,* 2023/02,-0.122,-0.122,1859.0,M2000 鋼鐵工業
8182,加高,* 2023/03,-0.122,0.4,224.0,M2328 電子零組件
1219,福壽,* 2023/03,-0.122,0.121,1450.0,M1200 食品工業
1611,中電,* 2023/03,-0.122,0.308,130.0,M1600 電器電纜
3259,鑫創,* 2023/03,-0.122,0.387,33.0,M2324 半導體
2101,南港,* 2023/03,-0.122,0.001,583.0,M2100 橡膠工業
2449,京元電子,* 2023/03,-0.122,0.155,2886.0,M2324 半導體
2468,華經,* 2023/03,-0.123,0.449,179.0,M2330 資訊服務業
5493,三聯,* 2023/03,-0.123,0.078,289.0,M2331 其他電子業
4991,環宇-KY,* 2023/03,-0.123,0.613,127.0,M2324 半導體
4540,全球傳動,* 2023/03,-0.124,0.184,288.0,M1500 電機機械
8411,福貞-KY,* 2023/03,-0.125,0.088,616.0,M9900 其他
1447,力鵬,* 2023/03,-0.125,0.224,2610.0,M1400 紡織纖維
5245,智晶,* 2023/03,-0.125,0.24,113.0,M2326 光電業
1904,正隆,* 2023/02,-0.125,-0.125,3090.0,M1900 造紙工業
2498,宏達電,* 2023/03,-0.126,0.48,372.0,M2327 通信網路業
2459,敦吉,* 2023/02,-0.126,-0.126,451.0,M2331 其他電子業
2342,茂矽,* 2023/03,-0.126,0.256,159.0,M2324 半導體
2431,聯昌,* 2023/03,-0.127,0.324,90.0,M2328 電子零組件
3577,泓格,* 2023/02,-0.127,-0.127,80.0,M2325 電腦及週邊
3669,圓展,* 2023/03,-0.128,0.216,211.0,M2327 通信網路業
8086,宏捷科,* 2023/03,-0.128,0.515,159.0,M2324 半導體
3317,尼克森,* 2023/03,-0.128,0.211,218.0,M2324 半導體
8440,綠電,* 2023/03,-0.128,0.04,73.0,M9900 其他
2732,六角,* 2023/02,-0.128,-0.128,288.0,M2700 觀光事業
5880,合庫金,* 2023/02,-0.128,-0.128,3716.0,M2800 金融業
9917,中保科,* 2023/02,-0.129,-0.129,1221.0,M9900 其他
3152,璟德,* 2023/03,-0.129,0.161,122.0,M2327 通信網路業
8424,惠普,* 2023/03,-0.129,0.192,93.0,M2500 建材營造
6231,系微,* 2023/03,-0.13,0.288,115.0,M2330 資訊服務業
3265,台星科,* 2023/03,-0.13,0.15,314.0,M2324 半導體
8072,陞泰,* 2023/03,-0.13,0.204,104.0,M2329 電子通路業
3094,聯傑,* 2023/03,-0.13,-0.027,24.0,M2324 半導體
2520,冠德,* 2023/03,-0.131,-0.325,1494.0,M2500 建材營造
6442,光聖,* 2023/02,-0.131,-0.131,183.0,M2327 通信網路業
3652,精聯,* 2023/03,-0.131,0.288,200.0,M2325 電腦及週邊
3332,幸康,* 2023/02,-0.131,-0.131,90.0,M2328 電子零組件
6743,安普新,* 2023/03,-0.132,0.397,336.0,M2331 其他電子業
3710,連展投控,* 2023/03,-0.133,0.342,529.0,M2328 電子零組件
2845,遠東銀,* 2023/02,-0.133,-0.133,827.0,M2800 金融業
5426,振發,* 2023/02,-0.133,-0.133,104.0,M2325 電腦及週邊
8183,精星,* 2023/02,-0.134,-0.134,423.0,M2331 其他電子業
1110,東泥,* 2023/03,-0.134,-0.11,155.0,M1100 水泥工業
4956,光鋐,* 2023/03,-0.134,0.112,105.0,M2326 光電業
6117,迎廣,* 2023/03,-0.135,0.245,196.0,M2325 電腦及週邊
8033,雷虎,* 2023/02,-0.135,-0.135,74.0,M9900 其他
4532,瑞智,* 2023/03,-0.135,0.28,1685.0,M1500 電機機械
3163,波若威,* 2023/03,-0.136,0.339,254.0,M2327 通信網路業
1717,長興,* 2023/02,-0.136,-0.136,2846.0,M1721 化學工業
9902,台火,* 2023/03,-0.136,-0.082,12.0,M9900 其他
5603,陸海,* 2023/02,-0.136,-0.136,138.0,M2600 航運業
3055,蔚華科,* 2023/02,-0.137,-0.137,101.0,M2329 電子通路業
2597,潤弘,* 2023/03,-0.137,0.153,1782.0,M2500 建材營造
6579,研揚,* 2023/03,-0.137,0.112,682.0,M2325 電腦及週邊
2472,立隆電,* 2023/03,-0.138,0.188,820.0,M2328 電子零組件
4513,福裕,* 2023/03,-0.138,0.813,141.0,M1500 電機機械
2313,華通,* 2023/03,-0.138,0.312,5249.0,M2328 電子零組件
6776,展碁國際,* 2023/03,-0.139,0.183,1804.0,M2329 電子通路業
3694,海華,* 2023/03,-0.139,0.201,742.0,M2327 通信網路業
3501,維熹,* 2023/02,-0.14,-0.14,339.0,M2328 電子零組件
1565,精華,* 2023/03,-0.14,0.103,438.0,M1722 生技醫療
8443,阿瘦,* 2023/03,-0.14,0.067,94.0,M2900 貿易百貨
4131,晶宇,* 2023/03,-0.14,1.047,7.0,M1722 生技醫療
5203,訊連,* 2023/02,-0.141,-0.141,124.0,M2330 資訊服務業
2023,燁輝,* 2023/03,-0.141,0.263,6783.0,M2000 鋼鐵工業
1324,地球,* 2023/02,-0.141,-0.141,66.0,M1300 塑膠工業
8284,三竹,* 2023/02,-0.141,-0.141,162.0,M2330 資訊服務業
3171,新洲,* 2023/03,-0.141,0.11,130.0,M2900 貿易百貨
6680,鑫創電子,* 2023/02,-0.142,-0.142,40.0,M2325 電腦及週邊
4967,十銓,* 2023/03,-0.142,0.008,562.0,M2324 半導體
3526,凡甲,* 2023/03,-0.143,0.293,180.0,M2328 電子零組件
6121,新普,* 2023/03,-0.143,0.098,6988.0,M2325 電腦及週邊
1309,台達化,* 2023/03,-0.143,0.17,1406.0,M1300 塑膠工業
3611,鼎翰,* 2023/02,-0.143,-0.143,505.0,M2325 電腦及週邊
5274,信驊,* 2023/03,-0.143,0.663,371.0,M2324 半導體
2705,六福,* 2023/02,-0.144,-0.144,128.0,M2700 觀光事業
1229,聯華,* 2023/03,-0.144,0.139,925.0,M1200 食品工業
5212,凌網,* 2023/03,-0.145,0.215,60.0,M2330 資訊服務業
6491,晶碩,* 2023/03,-0.145,-0.003,442.0,M1722 生技醫療
1474,弘裕,* 2023/03,-0.145,0.261,299.0,M1400 紡織纖維
3628,盈正,* 2023/02,-0.147,-0.147,185.0,M2331 其他電子業
8477,創業家,* 2023/03,-0.148,0.626,189.0,M3400 電子商務
2385,群光,* 2023/03,-0.148,0.316,9033.0,M2328 電子零組件
3581,博磊,* 2023/02,-0.148,-0.148,101.0,M2324 半導體
4568,科際精密,* 2023/03,-0.149,0.645,91.0,M1500 電機機械
4198,欣大健康,* 2023/03,-0.15,0.043,18.0,M1722 生技醫療
6153,嘉聯益,* 2023/03,-0.15,0.932,1064.0,M2328 電子零組件
9958,世紀鋼,* 2023/02,-0.15,-0.15,645.0,M2000 鋼鐵工業
5498,凱崴,* 2023/03,-0.15,0.354,112.0,M2328 電子零組件
8289,泰藝,* 2023/03,-0.15,0.218,195.0,M2328 電子零組件
6727,亞泰金屬,* 2023/03,-0.152,-0.36,87.0,M2328 電子零組件
4188,安克,* 2023/03,-0.152,0.618,5.0,M1722 生技醫療
6276,安鈦克,* 2023/03,-0.152,0.092,95.0,M2325 電腦及週邊
1305,華夏,* 2023/03,-0.153,0.168,1564.0,M1300 塑膠工業
5607,遠雄港,* 2023/03,-0.153,0.085,247.0,M2600 航運業
2069,運錩,* 2023/03,-0.153,0.134,1074.0,M2000 鋼鐵工業
4534,慶騰,* 2023/03,-0.153,0.551,83.0,M1500 電機機械
2484,希華,* 2023/03,-0.153,0.561,256.0,M2328 電子零組件
6223,旺矽,* 2023/02,-0.154,-0.154,495.0,M2324 半導體
2417,圓剛,* 2023/03,-0.154,0.227,278.0,M2325 電腦及週邊
2483,百容,* 2023/03,-0.154,0.29,175.0,M2328 電子零組件
6246,臺龍,* 2023/03,-0.154,0.071,138.0,M2326 光電業
6556,勝品,* 2023/03,-0.154,0.087,185.0,M2326 光電業
1598,岱宇,* 2023/02,-0.154,-0.155,654.0,M1722 生技醫療
6548,長科*,* 2023/03,-0.155,0.205,1072.0,M2324 半導體
2302,麗正,* 2023/03,-0.155,0.041,58.0,M2324 半導體
4439,冠星-KY,* 2023/03,-0.156,0.812,755.0,M1400 紡織纖維
8421,旭源,* 2023/02,-0.156,-0.156,81.0,M9900 其他
4968,立積,* 2023/03,-0.156,0.563,282.0,M2324 半導體
6672,騰輝電子-KY,* 2023/03,-0.156,0.366,524.0,M2328 電子零組件
6412,群電,* 2023/03,-0.157,0.268,3262.0,M2328 電子零組件
3236,千如,* 2023/03,-0.157,0.211,232.0,M2328 電子零組件
5013,強新,* 2023/03,-0.158,0.365,777.0,M2000 鋼鐵工業
3362,先進光,* 2023/02,-0.158,-0.158,229.0,M2326 光電業
2486,一詮,* 2023/03,-0.158,0.112,420.0,M2326 光電業
2363,矽統,* 2023/02,-0.158,-0.158,8.0,M2324 半導體
4120,友華,* 2023/02,-0.158,-0.158,291.0,M1722 生技醫療
1723,中碳,* 2023/02,-0.158,-0.158,707.0,M1721 化學工業
8121,越峰,* 2023/03,-0.159,0.183,252.0,M2328 電子零組件
4543,萬在,* 2023/02,-0.159,-0.159,57.0,M1500 電機機械
2352,佳世達,* 2023/03,-0.16,0.199,18869.0,M2325 電腦及週邊
3533,嘉澤,* 2023/03,-0.16,0.097,2020.0,M2328 電子零組件
4915,致伸,* 2023/03,-0.16,0.287,5834.0,M2328 電子零組件
5487,通泰,* 2023/03,-0.16,0.312,19.0,M2324 半導體
8074,鉅橡,* 2023/03,-0.16,0.42,115.0,M2328 電子零組件
5878,台名,* 2023/03,-0.16,0.164,63.0,M2800 金融業
2388,威盛,* 2023/03,-0.161,0.084,788.0,M2324 半導體
1590,亞德客-KY,* 2023/03,-0.162,0.005,2381.0,M1500 電機機械
8070,長華*,* 2023/03,-0.162,0.279,1701.0,M2329 電子通路業
3685,元創精密,* 2023/03,-0.162,-0.017,110.0,M1500 電機機械
4927,泰鼎-KY,* 2023/03,-0.162,-0.005,1067.0,M2328 電子零組件
2211,長榮鋼,* 2023/03,-0.162,0.112,949.0,M2000 鋼鐵工業
6215,和椿,* 2023/03,-0.162,0.57,149.0,M2331 其他電子業
3048,益登,* 2023/03,-0.163,0.185,8937.0,M2329 電子通路業
2006,東和鋼鐵,* 2023/03,-0.163,0.132,5102.0,M2000 鋼鐵工業
1701,中化,* 2023/02,-0.163,-0.163,540.0,M1722 生技醫療
4960,誠美材,* 2023/03,-0.163,0.372,798.0,M2326 光電業
3324,雙鴻,* 2023/03,-0.165,0.125,1113.0,M2331 其他電子業
3090,日電貿,* 2023/03,-0.165,0.1,904.0,M2328 電子零組件
2937,集雅社,* 2023/03,-0.166,-0.2,231.0,M2900 貿易百貨
5902,德記,* 2023/03,-0.167,-0.11,182.0,M2900 貿易百貨
1616,億泰,* 2023/03,-0.167,0.101,309.0,M1600 電器電纜
2481,強茂,* 2023/03,-0.167,0.17,1079.0,M2324 半導體
6175,立敦,* 2023/03,-0.168,0.23,312.0,M2328 電子零組件
6603,富強鑫,* 2023/03,-0.168,0.353,366.0,M1500 電機機械
8481,政伸,* 2023/03,-0.168,0.375,123.0,M9900 其他
2035,唐榮,* 2023/02,-0.168,-0.168,1011.0,M2000 鋼鐵工業
6728,上洋,* 2023/02,-0.17,-0.17,162.0,M2900 貿易百貨
3227,原相,* 2023/03,-0.17,0.153,412.0,M2324 半導體
3051,力特,* 2023/03,-0.17,0.441,220.0,M2326 光電業
1315,達新,* 2023/03,-0.17,0.78,210.0,M1300 塑膠工業
6747,亨泰光,* 2023/02,-0.17,-0.17,59.0,M1722 生技醫療
2892,第一金,* 2023/02,-0.17,-0.17,4813.0,M2800 金融業
2614,東森,* 2023/03,-0.171,0.038,425.0,M9900 其他
3019,亞光,* 2023/03,-0.172,0.206,1462.0,M2326 光電業
3042,晶技,* 2023/03,-0.172,0.161,943.0,M2328 電子零組件
2308,台達電,* 2023/02,-0.173,-0.173,24082.0,M2328 電子零組件
6574,霈方,* 2023/03,-0.173,0.474,59.0,M1722 生技醫療
3010,華立,* 2023/03,-0.173,0.233,5821.0,M2329 電子通路業
2375,凱美,* 2023/03,-0.174,0.128,464.0,M2328 電子零組件
2489,瑞軒,* 2023/02,-0.174,-0.174,919.0,M2326 光電業
3297,杭特,* 2023/03,-0.174,0.655,17.0,M2326 光電業
3406,玉晶光,* 2023/03,-0.175,0.1,1020.0,M2326 光電業
2849,安泰銀,* 2023/02,-0.175,-0.175,448.0,M2800 金融業
2890,永豐金,* 2023/03,-0.176,-0.073,3688.0,M2800 金融業
3306,鼎天,* 2023/03,-0.176,0.097,91.0,M2327 通信網路業
5546,永固-KY,* 2023/03,-0.176,0.527,376.0,M2500 建材營造
2390,云辰,* 2023/02,-0.177,-0.177,45.0,M2331 其他電子業
2347,聯強,* 2023/03,-0.177,0.276,33273.0,M2329 電子通路業
3059,華晶科,* 2023/03,-0.177,0.505,1089.0,M2326 光電業
3388,崇越電,* 2023/03,-0.177,0.329,771.0,M2328 電子零組件
6570,維田,* 2023/02,-0.177,-0.177,63.0,M2325 電腦及週邊
4160,創源,* 2023/03,-0.177,0.24,48.0,M1722 生技醫療
2383,台光電,* 2023/03,-0.177,0.198,2833.0,M2328 電子零組件
4438,廣越,* 2023/03,-0.177,-0.009,778.0,M1400 紡織纖維
8087,華鎂鑫,* 2023/03,-0.178,1.086,31.0,M2326 光電業
3021,鴻名,* 2023/03,-0.178,0.162,295.0,M2328 電子零組件
8933,愛地雅,* 2023/03,-0.178,0.155,380.0,M9900 其他
6612,奈米醫材,* 2023/02,-0.178,-0.178,42.0,M1722 生技醫療
1773,勝一,* 2023/03,-0.178,0.057,900.0,M1721 化學工業
5306,桂盟,* 2023/03,-0.179,0.322,562.0,M9900 其他
8403,盛弘,* 2023/03,-0.18,0.366,331.0,M1722 生技醫療
1721,三晃,* 2023/03,-0.18,0.536,281.0,M1721 化學工業
