st_code,st_name,rev_period,rev,new_industry_name,minor_industry_name,mom,yoy
1101,台泥,* 2023/03,9497.0,M1100 水泥工業,M11A 水泥製造,0.2998780466105581,-0.0476
1102,亞泥,* 2023/03,6580.0,M1100 水泥工業,M11A 水泥製造,0.054277675590107134,-0.1937
1103,嘉泥,* 2023/03,205.0,M1100 水泥工業,M11A 水泥製造,-0.028666192845297374,-0.0701
1104,環泥,* 2023/03,643.0,M1100 水泥工業,M11A 水泥製造,0.08703002434406279,0.0869
1108,幸福,* 2023/03,381.0,M1100 水泥工業,M11A 水泥製造,0.053213545266067724,0.1024
1109,信大,* 2023/03,552.0,M1100 水泥工業,M11A 水泥製造,0.34322910329723816,0.1251
1110,東泥,* 2023/03,155.0,M1100 水泥工業,M11A 水泥製造,-0.10980932690098785,-0.1339
1201,味全,* 2023/03,1489.0,M1200 食品工業,M12C 飲料乳品,-0.0006174828178694646,-0.0635
1203,味王,* 2023/03,555.0,M1200 食品工業,M12Z 其他食品,0.07637407393041386,0.0733
1210,大成,* 2023/03,8790.0,M1200 食品工業,M12B 油脂飼料,0.06670485283963143,0.027
1213,大飲,* 2023/02,29.0,M1200 食品工業,M12C 飲料乳品,-0.05660377358490561,-0.0566
1215,卜蜂,* 2023/03,2390.0,M1200 食品工業,M12B 油脂飼料,0.05590089552766337,-0.0354
1216,統一,* 2023/03,42586.0,M1200 食品工業,M12C 飲料乳品,0.04724401897167646,0.0113
1217,愛之味,* 2023/03,390.0,M1200 食品工業,M12A 罐頭加工,0.26352621006933186,0.0107
1218,泰山,* 2023/03,880.0,M1200 食品工業,M12B 油脂飼料,0.05406894569149317,-0.0513
1219,福壽,* 2023/03,1450.0,M1200 食品工業,M12B 油脂飼料,0.12072097139456339,-0.1218
1220,台榮,* 2023/02,192.0,M1200 食品工業,M12B 油脂飼料,0.0752086016688134,0.0752
1225,福懋油,* 2023/02,999.0,M1200 食品工業,M12B 油脂飼料,-0.24667450909419955,-0.2467
1227,佳格,* 2023/03,1635.0,M1200 食品工業,M12Z 其他食品,0.15699789122096883,-0.2731
1229,聯華,* 2023/03,925.0,M1200 食品工業,M12B 油脂飼料,0.13871380736655498,-0.1445
1231,聯華食,* 2023/02,718.0,M1200 食品工業,M12Z 其他食品,-0.02976906341634795,-0.0298
1232,大統益,* 2023/02,1583.0,M1200 食品工業,M12B 油脂飼料,-0.2343409915356711,-0.2343
1233,天仁,* 2023/02,145.0,M1200 食品工業,M12Z 其他食品,-0.055497655028660824,-0.0555
1234,黑松,* 2023/02,575.0,M1200 食品工業,M12C 飲料乳品,-0.27755650764533674,-0.2776
1235,興泰,* 2023/02,1.0,M1200 食品工業,M12B 油脂飼料,-0.4152046783625731,-0.4152
1236,宏亞,* 2023/02,106.0,M1200 食品工業,M12Z 其他食品,-0.038025229149650584,-0.038
1240,茂生農經,* 2023/03,269.0,M3300 農業科技,M12B 油脂飼料,0.12467597625219497,-0.0196
1256,鮮活果汁-KY,* 2023/03,262.0,M1200 食品工業,M12C 飲料乳品,-0.04696082354225028,-0.2138
1258,其祥-KY,* 2023/03,220.0,M1200 食品工業,M12Z 其他食品,-0.04293731239396183,0.0783
1259,安心,* 2023/02,437.0,M2700 觀光事業,M27A2 餐飲業,0.0018799578155807078,0.0019
1264,德麥,* 2023/03,431.0,M1200 食品工業,M12Z 其他食品,0.12344906683348977,0.0123
1268,漢來美食,* 2023/03,313.0,M2700 觀光事業,M27A2 餐飲業,-0.1416191311978938,0.003
1301,台塑,* 2023/03,21404.0,M1300 塑膠工業,M13A1 泛用塑膠,0.2100729356706368,-0.1915
1303,南亞,* 2023/03,28602.0,M1300 塑膠工業,M13A1 泛用塑膠,0.3094451087862201,-0.227
1304,台聚,* 2023/03,5456.0,M1300 塑膠工業,M13A1 泛用塑膠,0.21051837520744773,-0.0482
1305,華夏,* 2023/03,1564.0,M1300 塑膠工業,M13A1 泛用塑膠,0.16830632932194903,-0.1526
1307,三芳,* 2023/03,1222.0,M1300 塑膠工業,M13A6 合成皮,0.2735268983054381,0.1974
1308,亞聚,* 2023/03,731.0,M1300 塑膠工業,M13A1 泛用塑膠,0.29124567229562637,0.0237
1309,台達化,* 2023/03,1406.0,M1300 塑膠工業,M13A1 泛用塑膠,0.17039873470407063,-0.143
1310,台苯,* 2023/02,944.0,M1300 塑膠工業,M13A1 泛用塑膠,0.6583514861921158,0.6584
1312,國喬,* 2023/02,1238.0,M1300 塑膠工業,M13A1 泛用塑膠,-0.06280281007751941,-0.0628
1313,聯成,* 2023/03,5856.0,M1300 塑膠工業,M13A7 可塑劑,0.0033307290595829733,-0.283
1314,中石化,* 2023/03,2064.0,M1300 塑膠工業,M13A5 化纖,0.2347156086238663,-0.2087
1315,達新,* 2023/03,210.0,M1300 塑膠工業,M13A8 塑膠加工,0.7798118484617341,-0.1702
1316,上曜,* 2023/03,176.0,M2500 建材營造,M25A 建設,-0.14430182808245823,0.1256
1319,東陽,* 2023/03,1960.0,M2200 汽車工業,M15D 汽車組件,0.014907752134672025,0.0369
1321,大洋,* 2023/02,450.0,M1300 塑膠工業,M13A8 塑膠加工,0.019114050185705223,0.0191
1323,永裕,* 2023/03,303.0,M1300 塑膠工業,M13A8 塑膠加工,0.23895976447497547,-0.1851
1324,地球,* 2023/02,66.0,M1300 塑膠工業,M13A9 膠帶,-0.14073688321833097,-0.1407
1325,恒大,* 2023/03,50.0,M1300 塑膠工業,M14F 不織布,0.5015015015015016,0.1939
1326,台化,* 2023/03,32093.0,M1300 塑膠工業,M13A1 泛用塑膠,0.14546429262324284,-0.1175
1336,台翰,* 2023/03,183.0,M2328 電子零組件,M23D9A 沖壓零組件,-0.0726194699234785,-0.0637
1337,再生-KY,* 2023/02,36.0,M1300 塑膠工業,M13B 塑膠製品,-0.29906542056074764,-0.2991
1338,廣華-KY,* 2023/02,465.0,M2200 汽車工業,M15D 汽車組件,-0.037864680322780904,-0.0379
1339,昭輝,* 2023/02,133.0,M2200 汽車工業,M15D 汽車組件,-0.22858302882663417,-0.2286
1340,勝悅-KY,* 2023/02,29.0,M1300 塑膠工業,M13B 塑膠製品,-0.3410588502613042,-0.3411
1341,富林-KY,* 2023/02,224.0,M1300 塑膠工業,M13A6 合成皮,0.08590265658328484,0.0859
1342,八貫,* 2023/03,218.0,M9900 其他,M13B 塑膠製品,0.46554621848739497,-0.0074
1402,遠東新,* 2023/03,21826.0,M1400 紡織纖維,M14A1 聚酯絲棉,0.10781474836119459,-0.0706
1409,新纖,* 2023/02,3251.0,M1400 紡織纖維,M14A1 聚酯絲棉,0.0342205807032446,0.0342
1410,南染,* 2023/03,33.0,M1400 紡織纖維,M14E 染整,0.6216216216216215,-0.1949
1413,宏洲,* 2023/02,233.0,M1400 紡織纖維,M14A2 加工絲,0.46200665118905687,0.462
1414,東和,* 2023/03,64.0,M1400 紡織纖維,M14B1 聚酯紗棉紗,0.3109381401065137,0.0461
1416,廣豐,* 2023/03,29.0,M9900 其他,M29A1 百貨購物中,0.5080603224128964,0.6338
1417,嘉裕,* 2023/03,105.0,M1400 紡織纖維,M14C1 成衣製造,-0.3436679584948118,-0.2908
1418,東華,* 2023/03,3.0,M1400 紡織纖維,M14B2 亞克力纖維,-0.10979228486646887,-0.0625
1419,新紡,* 2023/03,284.0,M1400 紡織纖維,M14C2 織布,0.10523038605230395,-0.0349
1423,利華,* 2023/02,13.0,M1400 紡織纖維,M14D2 毛紡,0.5550239234449762,0.555
1432,大魯閣,* 2023/02,100.0,M2900 貿易百貨,M29A1 百貨購物中,0.056970721911003074,0.057
1434,福懋,* 2023/03,3405.0,M1400 紡織纖維,M14C2 織布,0.3836007753040469,0.0193
1435,中福,* 2023/02,1.0,M9900 其他,M23KX 其他網通,0.36986301369863017,0.3699
1436,華友聯,* 2023/03,352.0,M2500 建材營造,M25A 建設,121.22222222222223,703.0
1437,勤益控,* 2023/03,56.0,M9900 其他,M25F 物業管理,-0.08166612003935712,0.0226
1438,三地開發,* 2023/01,105.51,M2500 建材營造,M25A 建設,,10550.0
1440,南紡,* 2023/02,1811.0,M1400 紡織纖維,M14A1 聚酯絲棉,-0.09734786747810655,-0.0973
1441,大東,* 2023/02,96.0,M1400 紡織纖維,M14B1 聚酯紗棉紗,-0.1012077520831383,-0.1012
1442,名軒,* 2023/02,68.0,M2500 建材營造,M25A 建設,-0.5708966996907932,-0.5709
1444,力麗,* 2023/03,1022.0,M1400 紡織纖維,M14A2 加工絲,0.47869492874195185,-0.017
1445,大宇,* 2023/03,137.0,M1400 紡織纖維,M14C2 織布,0.13401208509229368,0.0993
1446,宏和,* 2023/03,16.0,M1400 紡織纖維,M14C2 織布,0.7448200654307525,0.304
1447,力鵬,* 2023/03,2610.0,M1400 紡織纖維,M14A7 尼龍絲,0.22386394009162558,-0.1247
1449,佳和,* 2023/03,211.0,M1400 紡織纖維,M14C2 織布,0.014374308927455455,-0.1999
1451,年興,* 2023/02,576.0,M1400 紡織纖維,M14C1 成衣製造,0.44154966589083267,0.4415
1452,宏益,* 2023/03,158.0,M1400 紡織纖維,M14A2 加工絲,0.8769303872653835,-0.1814
1453,大將,* 2023/03,2.0,M2500 建材營造,M25A 建設,32.333333333333336,-0.9623
1454,台富,* 2023/03,157.0,M1400 紡織纖維,M14C2 織布,0.39468774984454125,-0.1087
1455,集盛,* 2023/03,757.0,M1400 紡織纖維,M14A7 尼龍絲,0.30086609843277434,-0.3356
1456,怡華,* 2023/03,19.0,M2500 建材營造,M25A 建設,-0.4186046511627907,-0.4107
1457,宜進,* 2023/02,332.0,M1400 紡織纖維,M14A2 加工絲,0.2856257744733581,0.2856
1459,聯發,* 2023/02,160.0,M1400 紡織纖維,M14A2 加工絲,0.4922589069203507,0.4923
1460,宏遠,* 2023/03,775.0,M1400 紡織纖維,M14C2 織布,0.2021095082984333,-0.1923
1463,強盛,* 2023/03,56.0,M1400 紡織纖維,M14E 染整,0.7321373337457471,0.0614
1464,得力,* 2023/03,1132.0,M1400 紡織纖維,M14C2 織布,0.23927132597652823,-0.0069
1465,偉全,* 2023/02,32.0,M1400 紡織纖維,M14C2 織布,-0.38164251207729466,-0.3816
1466,聚隆,* 2023/03,250.0,M1400 紡織纖維,M14A7 尼龍絲,0.5084776443613107,-0.2166
1467,南緯,* 2023/03,392.0,M1400 紡織纖維,M14C1 成衣製造,0.08146881121196228,-0.3909
1468,昶和,* 2023/02,67.0,M1400 紡織纖維,M14C2 織布,-0.09679158802911844,-0.0968
